linha,coluna,valor,motivo
3966,data_emissao_recebimento,,Data inválida — ignorada
3967,vencimento,15DFM,Data inválida — ignorada
3967,data_emissao_recebimento,,Data inválida — ignorada
3968,data_emissao_recebimento,,Data inválida — ignorada
3969,vencimento,C/APRES.,Data inválida — ignorada
3970,vencimento,Via programática,Data inválida — ignorada
3970,data_emissao_recebimento,,Data inválida — ignorada
3971,data_emissao_recebimento,,Data inválida — ignorada
3972,data_emissao_recebimento,,Data inválida — ignorada
3973,data_emissao_recebimento,,Data inválida — ignorada
3974,vencimento,C/APRES.,Data inválida — ignorada
3975,vencimento,15DFM,Data inválida — ignorada
3975,data_emissao_recebimento,,Data inválida — ignorada
3976,vencimento,Via programática,Data inválida — ignorada
3976,data_emissao_recebimento,,Data inválida — ignorada
3977,data_emissao_recebimento,,Data inválida — ignorada
3979,vencimento,C/APRES.,Data inválida — ignorada
3980,data_emissao_recebimento,,Data inválida — ignorada
3981,vencimento,C/APRES,Data inválida — ignorada
3982,vencimento,C/APRES.,Data inválida — ignorada
3983,vencimento,C/APRES.,Data inválida — ignorada
3984,data_emissao_recebimento,,Data inválida — ignorada
3985,vencimento,C/APRES.,Data inválida — ignorada
3985,data_emissao_recebimento,,Data inválida — ignorada
3986,vencimento,C/APRES.,Data inválida — ignorada
3987,vencimento,C/APRES.,Data inválida — ignorada
3988,data_emissao_recebimento,,Data inválida — ignorada
3989,data_emissao_recebimento,,Data inválida — ignorada
3990,data_emissao_recebimento,,Data inválida — ignorada
3991,data_emissao_recebimento,,Data inválida — ignorada
3992,data_emissao_recebimento,,Data inválida — ignorada
3993,data_emissao_recebimento,,Data inválida — ignorada
3994,data_emissao_recebimento,,Data inválida — ignorada
3995,data_emissao_recebimento,,Data inválida — ignorada
3996,data_emissao_recebimento,,Data inválida — ignorada
3997,data_emissao_recebimento,,Data inválida — ignorada
3998,data_emissao_recebimento,,Data inválida — ignorada
3999,data_emissao_recebimento,,Data inválida — ignorada
4000,data_emissao_recebimento,,Data inválida — ignorada
4001,data_emissao_recebimento,,Data inválida — ignorada
4002,data_emissao_recebimento,,Data inválida — ignorada
4003,data_emissao_recebimento,,Data inválida — ignorada
4004,data_emissao_recebimento,,Data inválida — ignorada
4005,data_emissao_recebimento,,Data inválida — ignorada
4006,data_emissao_recebimento,,Data inválida — ignorada
4007,data_emissao_recebimento,,Data inválida — ignorada
4008,data_emissao_recebimento,,Data inválida — ignorada
4009,data_emissao_recebimento,,Data inválida — ignorada
4010,data_emissao_recebimento,,Data inválida — ignorada
4011,data_emissao_recebimento,,Data inválida — ignorada
4012,data_emissao_recebimento,,Data inválida — ignorada
4013,vencimento,C/APRES.,Data inválida — ignorada
4013,data_emissao_recebimento,,Data inválida — ignorada
4014,data_emissao_recebimento,,Data inválida — ignorada
4015,vencimento,15DFM,Data inválida — ignorada
4016,vencimento,15DFM,Data inválida — ignorada
4016,data_emissao_recebimento,,Data inválida — ignorada
4023,data_emissao_recebimento,,Data inválida — ignorada
4024,data_emissao_recebimento,,Data inválida — ignorada
4025,data_emissao_recebimento,,Data inválida — ignorada
4026,data_emissao_recebimento,,Data inválida — ignorada
4027,data_emissao_recebimento,,Data inválida — ignorada
4028,vencimento,15 DFM,Data inválida — ignorada
4028,data_emissao_recebimento,,Data inválida — ignorada
4029,data_emissao_recebimento,,Data inválida — ignorada
4030,data_emissao_recebimento,,Data inválida — ignorada
4031,data_emissao_recebimento,,Data inválida — ignorada
4032,vencimento,15 DFM,Data inválida — ignorada
4032,data_emissao_recebimento,,Data inválida — ignorada
4033,vencimento,C/APRES.,Data inválida — ignorada
4033,data_emissao_recebimento,,Data inválida — ignorada
4034,vencimento,C/APRES.,Data inválida — ignorada
4034,data_emissao_recebimento,,Data inválida — ignorada
4035,vencimento,15 DFM,Data inválida — ignorada
4035,data_emissao_recebimento,,Data inválida — ignorada
4036,data_emissao_recebimento,,Data inválida — ignorada
4037,data_emissao_recebimento,,Data inválida — ignorada
4038,data_emissao_recebimento,,Data inválida — ignorada
4039,vencimento,30DFM,Data inválida — ignorada
4039,data_emissao_recebimento,,Data inválida — ignorada
4040,data_emissao_recebimento,,Data inválida — ignorada
4041,data_emissao_recebimento,,Data inválida — ignorada
4042,data_emissao_recebimento,,Data inválida — ignorada
4043,data_emissao_recebimento,,Data inválida — ignorada
4044,vencimento,30DFM,Data inválida — ignorada
4044,data_emissao_recebimento,,Data inválida — ignorada
4045,data_emissao_recebimento,,Data inválida — ignorada
4046,data_emissao_recebimento,,Data inválida — ignorada
4047,data_emissao_recebimento,,Data inválida — ignorada
4048,data_emissao_recebimento,,Data inválida — ignorada
4049,data_emissao_recebimento,,Data inválida — ignorada
4050,data_emissao_recebimento,,Data inválida — ignorada
4051,vencimento,Via programática,Data inválida — ignorada
4051,data_emissao_recebimento,,Data inválida — ignorada
4052,data_emissao_recebimento,,Data inválida — ignorada
4053,vencimento,60DFM,Data inválida — ignorada
4053,data_emissao_recebimento,,Data inválida — ignorada
4054,vencimento,60DFM,Data inválida — ignorada
4054,data_emissao_recebimento,,Data inválida — ignorada
4055,vencimento,C/APRES.,Data inválida — ignorada
4055,data_emissao_recebimento,,Data inválida — ignorada
4056,vencimento,C/APRES.,Data inválida — ignorada
4057,vencimento,C/APRES.,Data inválida — ignorada
4058,data_emissao_recebimento,,Data inválida — ignorada
4059,data_emissao_recebimento,,Data inválida — ignorada
4060,data_emissao_recebimento,,Data inválida — ignorada
4061,data_emissao_recebimento,,Data inválida — ignorada
4062,vencimento,C/APRES.,Data inválida — ignorada
4062,data_emissao_recebimento,,Data inválida — ignorada
4063,vencimento,C/APRES.,Data inválida — ignorada
4063,data_emissao_recebimento,,Data inválida — ignorada
4064,data_emissao_recebimento,,Data inválida — ignorada
4065,vencimento,C/APRES.,Data inválida — ignorada
4065,data_emissao_recebimento,,Data inválida — ignorada
4066,data_emissao_recebimento,,Data inválida — ignorada
4067,vencimento,C/APRES.,Data inválida — ignorada
4068,data_emissao_recebimento,,Data inválida — ignorada
4069,data_emissao_recebimento,,Data inválida — ignorada
4070,vencimento,C/APRES.,Data inválida — ignorada
4070,data_emissao_recebimento,,Data inválida — ignorada
4071,vencimento,C/APRES.,Data inválida — ignorada
4072,vencimento,C/APRES.,Data inválida — ignorada
4073,data_emissao_recebimento,,Data inválida — ignorada
4086,data_emissao_recebimento,,Data inválida — ignorada
4087,data_emissao_recebimento,,Data inválida — ignorada
4088,vencimento,15DFM,Data inválida — ignorada
4088,data_emissao_recebimento,,Data inválida — ignorada
4089,data_emissao_recebimento,,Data inválida — ignorada
4090,data_emissao_recebimento,,Data inválida — ignorada
4091,vencimento,C/APRES.,Data inválida — ignorada
4091,data_emissao_recebimento,,Data inválida — ignorada
4092,vencimento,C/APRES.,Data inválida — ignorada
4092,data_emissao_recebimento,,Data inválida — ignorada
4093,vencimento,C/APRES.,Data inválida — ignorada
4094,vencimento,C/APRES.,Data inválida — ignorada
4094,data_emissao_recebimento,,Data inválida — ignorada
4095,data_emissao_recebimento,,Data inválida — ignorada
4096,data_emissao_recebimento,,Data inválida — ignorada
4097,vencimento,15DFM,Data inválida — ignorada
4097,data_emissao_recebimento,,Data inválida — ignorada
4098,vencimento,C/APRES.,Data inválida — ignorada
4098,data_emissao_recebimento,,Data inválida — ignorada
4099,vencimento,C/APRES.,Data inválida — ignorada
4099,data_emissao_recebimento,,Data inválida — ignorada
4100,vencimento,15DFM,Data inválida — ignorada
4100,data_emissao_recebimento,,Data inválida — ignorada
4101,data_emissao_recebimento,,Data inválida — ignorada
4102,data_emissao_recebimento,,Data inválida — ignorada
4103,vencimento,C/APRES.,Data inválida — ignorada
4104,vencimento,C/APRES.,Data inválida — ignorada
4104,data_emissao_recebimento,,Data inválida — ignorada
4105,data_emissao_recebimento,,Data inválida — ignorada
4106,vencimento,C/APRES.,Data inválida — ignorada
4107,vencimento,C/APRES.,Data inválida — ignorada
4107,data_emissao_recebimento,,Data inválida — ignorada
4108,data_emissao_recebimento,,Data inválida — ignorada
4109,vencimento,C/APRES.,Data inválida — ignorada
4109,data_emissao_recebimento,,Data inválida — ignorada
4110,data_emissao_recebimento,,Data inválida — ignorada
4111,data_emissao_recebimento,,Data inválida — ignorada
4112,data_emissao_recebimento,,Data inválida — ignorada
4113,data_emissao_recebimento,,Data inválida — ignorada
4114,data_emissao_recebimento,,Data inválida — ignorada
4115,vencimento,C/APRES.,Data inválida — ignorada
4115,data_emissao_recebimento,,Data inválida — ignorada
4116,data_emissao_recebimento,,Data inválida — ignorada
4117,data_emissao_recebimento,,Data inválida — ignorada
4118,vencimento,C/APRES.,Data inválida — ignorada
4119,data_emissao_recebimento,,Data inválida — ignorada
4120,data_emissao_recebimento,,Data inválida — ignorada
4121,data_emissao_recebimento,,Data inválida — ignorada
4122,vencimento,C/APRES.,Data inválida — ignorada
4123,data_emissao_recebimento,,Data inválida — ignorada
4124,data_emissao_recebimento,,Data inválida — ignorada
4125,data_emissao_recebimento,,Data inválida — ignorada
4126,data_emissao_recebimento,,Data inválida — ignorada
4127,data_emissao_recebimento,,Data inválida — ignorada
4128,data_emissao_recebimento,,Data inválida — ignorada
4129,data_emissao_recebimento,,Data inválida — ignorada
4130,data_emissao_recebimento,,Data inválida — ignorada
4131,data_emissao_recebimento,,Data inválida — ignorada
4132,vencimento,C/APRES.,Data inválida — ignorada
4132,data_emissao_recebimento,,Data inválida — ignorada
4133,vencimento,C/APRES.,Data inválida — ignorada
4134,vencimento,C/APRES.,Data inválida — ignorada
4134,data_emissao_recebimento,,Data inválida — ignorada
4135,vencimento,C/APRES.,Data inválida — ignorada
4135,data_emissao_recebimento,,Data inválida — ignorada
4136,vencimento,C/APRES.,Data inválida — ignorada
4137,data_emissao_recebimento,,Data inválida — ignorada
4138,data_emissao_recebimento,,Data inválida — ignorada
4139,data_emissao_recebimento,,Data inválida — ignorada
4140,data_emissao_recebimento,,Data inválida — ignorada
4141,data_emissao_recebimento,,Data inválida — ignorada
4142,data_emissao_recebimento,,Data inválida — ignorada
4143,data_emissao_recebimento,,Data inválida — ignorada
4144,data_emissao_recebimento,,Data inválida — ignorada
4145,data_emissao_recebimento,,Data inválida — ignorada
4146,data_emissao_recebimento,,Data inválida — ignorada
4147,vencimento,C/APRES.,Data inválida — ignorada
4147,data_emissao_recebimento,,Data inválida — ignorada
4149,vencimento,15DFM,Data inválida — ignorada
4149,data_emissao_recebimento,,Data inválida — ignorada
4150,data_emissao_recebimento,,Data inválida — ignorada
4151,data_emissao_recebimento,,Data inválida — ignorada
4153,vencimento,C/APRES.,Data inválida — ignorada
4153,data_emissao_recebimento,,Data inválida — ignorada
4154,vencimento,15DFM,Data inválida — ignorada
4154,data_emissao_recebimento,,Data inválida — ignorada
4155,vencimento,15DFM,Data inválida — ignorada
4155,data_emissao_recebimento,,Data inválida — ignorada
4156,data_emissao_recebimento,,Data inválida — ignorada
4157,data_emissao_recebimento,,Data inválida — ignorada
4158,data_emissao_recebimento,,Data inválida — ignorada
4159,data_emissao_recebimento,,Data inválida — ignorada
4160,data_emissao_recebimento,,Data inválida — ignorada
4161,data_emissao_recebimento,,Data inválida — ignorada
4162,data_emissao_recebimento,,Data inválida — ignorada
4163,data_emissao_recebimento,,Data inválida — ignorada
4164,data_emissao_recebimento,,Data inválida — ignorada
4165,data_emissao_recebimento,,Data inválida — ignorada
4166,vencimento,C/APRES.,Data inválida — ignorada
4168,data_emissao_recebimento,,Data inválida — ignorada
4169,data_emissao_recebimento,,Data inválida — ignorada
4170,data_emissao_recebimento,,Data inválida — ignorada
4171,vencimento,C/APRES.,Data inválida — ignorada
4172,data_emissao_recebimento,,Data inválida — ignorada
4173,data_emissao_recebimento,,Data inválida — ignorada
4174,data_emissao_recebimento,,Data inválida — ignorada
4175,data_emissao_recebimento,,Data inválida — ignorada
4176,vencimento,C/APRES.,Data inválida — ignorada
4177,data_emissao_recebimento,,Data inválida — ignorada
4178,data_emissao_recebimento,,Data inválida — ignorada
4179,data_emissao_recebimento,,Data inválida — ignorada
4180,vencimento,15DFM,Data inválida — ignorada
4180,data_emissao_recebimento,,Data inválida — ignorada
4181,data_emissao_recebimento,,Data inválida — ignorada
4182,data_emissao_recebimento,,Data inválida — ignorada
4183,data_emissao_recebimento,,Data inválida — ignorada
4184,data_emissao_recebimento,,Data inválida — ignorada
4185,data_emissao_recebimento,,Data inválida — ignorada
4186,data_emissao_recebimento,,Data inválida — ignorada
4187,vencimento,45DFM,Data inválida — ignorada
4187,data_emissao_recebimento,,Data inválida — ignorada
4188,data_emissao_recebimento,,Data inválida — ignorada
4189,data_emissao_recebimento,,Data inválida — ignorada
4190,data_emissao_recebimento,,Data inválida — ignorada
4191,data_emissao_recebimento,,Data inválida — ignorada
4192,data_emissao_recebimento,,Data inválida — ignorada
4195,data_emissao_recebimento,,Data inválida — ignorada
4196,vencimento,C/APRES.,Data inválida — ignorada
4197,data_emissao_recebimento,,Data inválida — ignorada
4198,data_emissao_recebimento,,Data inválida — ignorada
4199,data_emissao_recebimento,,Data inválida — ignorada
4200,vencimento,C/APRES.,Data inválida — ignorada
4200,data_emissao_recebimento,,Data inválida — ignorada
4201,vencimento,C/APRES.,Data inválida — ignorada
4202,data_emissao_recebimento,,Data inválida — ignorada
4203,data_emissao_recebimento,,Data inválida — ignorada
4204,vencimento,Via programática,Data inválida — ignorada
4204,data_emissao_recebimento,,Data inválida — ignorada
4206,vencimento,C/APRES.,Data inválida — ignorada
4206,data_emissao_recebimento,,Data inválida — ignorada
4208,vencimento,C/APRES.,Data inválida — ignorada
4208,data_emissao_recebimento,,Data inválida — ignorada
4209,vencimento,45 DFM,Data inválida — ignorada
4209,data_emissao_recebimento,,Data inválida — ignorada
4210,vencimento,C/APRES.,Data inválida — ignorada
4210,data_emissao_recebimento,,Data inválida — ignorada
4211,data_emissao_recebimento,,Data inválida — ignorada
4212,data_emissao_recebimento,,Data inválida — ignorada
4213,vencimento,C/APRES.,Data inválida — ignorada
4214,vencimento,C/APRES.,Data inválida — ignorada
4214,data_emissao_recebimento,,Data inválida — ignorada
4215,vencimento,C/APRES.,Data inválida — ignorada
4215,data_emissao_recebimento,,Data inválida — ignorada
4216,vencimento,C/APRES.,Data inválida — ignorada
4216,data_emissao_recebimento,,Data inválida — ignorada
4217,data_emissao_recebimento,,Data inválida — ignorada
4218,data_emissao_recebimento,,Data inválida — ignorada
4219,data_emissao_recebimento,,Data inválida — ignorada
4220,vencimento,60DFM,Data inválida — ignorada
4220,data_emissao_recebimento,,Data inválida — ignorada
4221,vencimento,C/APRES.,Data inválida — ignorada
4221,data_emissao_recebimento,,Data inválida — ignorada
4222,data_emissao_recebimento,,Data inválida — ignorada
4223,vencimento,C/APRES.,Data inválida — ignorada
4223,data_emissao_recebimento,,Data inválida — ignorada
4224,data_emissao_recebimento,,Data inválida — ignorada
4225,vencimento,15 FDM,Data inválida — ignorada
4225,data_emissao_recebimento,,Data inválida — ignorada
4227,data_emissao_recebimento,,Data inválida — ignorada
4228,vencimento,C/APRES.,Data inválida — ignorada
4228,data_emissao_recebimento,,Data inválida — ignorada
4229,data_emissao_recebimento,,Data inválida — ignorada
4230,data_emissao_recebimento,,Data inválida — ignorada
4231,data_emissao_recebimento,,Data inválida — ignorada
4232,data_emissao_recebimento,,Data inválida — ignorada
4233,data_emissao_recebimento,,Data inválida — ignorada
4234,data_emissao_recebimento,,Data inválida — ignorada
4235,data_emissao_recebimento,,Data inválida — ignorada
4236,data_emissao_recebimento,,Data inválida — ignorada
4245,data_emissao_recebimento,,Data inválida — ignorada
4246,data_emissao_recebimento,,Data inválida — ignorada
4247,data_emissao_recebimento,,Data inválida — ignorada
4248,data_emissao_recebimento,,Data inválida — ignorada
4249,data_emissao_recebimento,,Data inválida — ignorada
4250,data_emissao_recebimento,,Data inválida — ignorada
4251,vencimento,C/APRES.,Data inválida — ignorada
4251,data_emissao_recebimento,,Data inválida — ignorada
4252,data_emissao_recebimento,,Data inválida — ignorada
4253,data_emissao_recebimento,,Data inválida — ignorada
4254,data_emissao_recebimento,,Data inválida — ignorada
4255,vencimento,15DFM,Data inválida — ignorada
4255,data_emissao_recebimento,,Data inválida — ignorada
4256,data_emissao_recebimento,,Data inválida — ignorada
4257,data_emissao_recebimento,,Data inválida — ignorada
4258,data_emissao_recebimento,,Data inválida — ignorada
4259,data_emissao_recebimento,,Data inválida — ignorada
4260,data_emissao_recebimento,,Data inválida — ignorada
4261,data_emissao_recebimento,,Data inválida — ignorada
4262,data_emissao_recebimento,,Data inválida — ignorada
4263,data_emissao_recebimento,,Data inválida — ignorada
4264,vencimento,C/APRES.,Data inválida — ignorada
4264,data_emissao_recebimento,,Data inválida — ignorada
4265,data_emissao_recebimento,,Data inválida — ignorada
4267,data_emissao_recebimento,,Data inválida — ignorada
4271,vencimento,C/APRES.,Data inválida — ignorada
4272,vencimento,C/APRES.,Data inválida — ignorada
4273,vencimento,C/APRES.,Data inválida — ignorada
4273,data_emissao_recebimento,,Data inválida — ignorada
4274,vencimento,C/APRES.,Data inválida — ignorada
4274,data_emissao_recebimento,,Data inválida — ignorada
4275,vencimento,C/APRES.,Data inválida — ignorada
4275,data_emissao_recebimento,,Data inválida — ignorada
4276,vencimento,C/APRES.,Data inválida — ignorada
4276,data_emissao_recebimento,,Data inválida — ignorada
4277,data_emissao_recebimento,,Data inválida — ignorada
4278,data_emissao_recebimento,,Data inválida — ignorada
4281,data_emissao_recebimento,,Data inválida — ignorada
4282,vencimento,C/APRES.,Data inválida — ignorada
4283,data_emissao_recebimento,,Data inválida — ignorada
4284,data_emissao_recebimento,,Data inválida — ignorada
4285,data_emissao_recebimento,,Data inválida — ignorada
4286,data_emissao_recebimento,,Data inválida — ignorada
4287,data_emissao_recebimento,,Data inválida — ignorada
4288,data_emissao_recebimento,,Data inválida — ignorada
4289,data_emissao_recebimento,,Data inválida — ignorada
4290,vencimento,C/APRES.,Data inválida — ignorada
4290,data_emissao_recebimento,,Data inválida — ignorada
4291,data_emissao_recebimento,,Data inválida — ignorada
4292,vencimento,C/APRES.,Data inválida — ignorada
4292,data_emissao_recebimento,,Data inválida — ignorada
4293,data_emissao_recebimento,,Data inválida — ignorada
4294,vencimento,15 DFM,Data inválida — ignorada
4294,data_emissao_recebimento,,Data inválida — ignorada
4295,data_emissao_recebimento,,Data inválida — ignorada
4296,vencimento,C/APRES.,Data inválida — ignorada
4296,data_emissao_recebimento,,Data inválida — ignorada
4297,data_emissao_recebimento,,Data inválida — ignorada
4298,data_emissao_recebimento,,Data inválida — ignorada
4300,data_emissao_recebimento,,Data inválida — ignorada
4301,data_emissao_recebimento,,Data inválida — ignorada
4302,vencimento,C/APRES.,Data inválida — ignorada
4302,data_emissao_recebimento,,Data inválida — ignorada
4303,vencimento,C/APRES.,Data inválida — ignorada
4303,data_emissao_recebimento,,Data inválida — ignorada
4304,data_emissao_recebimento,,Data inválida — ignorada
4305,data_emissao_recebimento,,Data inválida — ignorada
4306,data_emissao_recebimento,,Data inválida — ignorada
4307,data_emissao_recebimento,,Data inválida — ignorada
4308,data_emissao_recebimento,,Data inválida — ignorada
4309,data_emissao_recebimento,,Data inválida — ignorada
4310,data_emissao_recebimento,,Data inválida — ignorada
4311,data_emissao_recebimento,,Data inválida — ignorada
4312,data_emissao_recebimento,,Data inválida — ignorada
4313,vencimento,C/APRES.,Data inválida — ignorada
4313,data_emissao_recebimento,,Data inválida — ignorada
4314,vencimento,90DFM,Data inválida — ignorada
4314,data_emissao_recebimento,,Data inválida — ignorada
4315,data_emissao_recebimento,,Data inválida — ignorada
4316,vencimento,Via programática,Data inválida — ignorada
4316,data_emissao_recebimento,,Data inválida — ignorada
4317,data_emissao_recebimento,,Data inválida — ignorada
4318,data_emissao_recebimento,,Data inválida — ignorada
4319,vencimento,C/APRES.,Data inválida — ignorada
4320,data_emissao_recebimento,,Data inválida — ignorada
4321,vencimento,Via programática,Data inválida — ignorada
4322,data_emissao_recebimento,,Data inválida — ignorada
4323,vencimento,Via programática,Data inválida — ignorada
4324,data_emissao_recebimento,,Data inválida — ignorada
4325,data_emissao_recebimento,,Data inválida — ignorada
4326,data_emissao_recebimento,,Data inválida — ignorada
4327,data_emissao_recebimento,,Data inválida — ignorada
4328,data_emissao_recebimento,,Data inválida — ignorada
4329,data_emissao_recebimento,,Data inválida — ignorada
4330,data_emissao_recebimento,,Data inválida — ignorada
4331,vencimento,C/APRES,Data inválida — ignorada
4332,data_emissao_recebimento,,Data inválida — ignorada
4333,data_emissao_recebimento,,Data inválida — ignorada
4334,data_emissao_recebimento,,Data inválida — ignorada
4335,vencimento,C/APRES,Data inválida — ignorada
4335,data_emissao_recebimento,,Data inválida — ignorada
4336,vencimento,C/APRES,Data inválida — ignorada
4338,data_emissao_recebimento,,Data inválida — ignorada
4339,vencimento,C/APRES,Data inválida — ignorada
4340,data_emissao_recebimento,,Data inválida — ignorada
4341,data_emissao_recebimento,,Data inválida — ignorada
4342,vencimento,60DFM,Data inválida — ignorada
4342,data_emissao_recebimento,,Data inválida — ignorada
4343,data_emissao_recebimento,,Data inválida — ignorada
4344,vencimento,C/APRES,Data inválida — ignorada
4344,data_emissao_recebimento,,Data inválida — ignorada
4345,data_emissao_recebimento,,Data inválida — ignorada
4346,data_emissao_recebimento,,Data inválida — ignorada
4347,data_emissao_recebimento,,Data inválida — ignorada
4348,data_emissao_recebimento,,Data inválida — ignorada
4349,vencimento,C/APRES,Data inválida — ignorada
4350,vencimento,45DFM,Data inválida — ignorada
4350,data_emissao_recebimento,,Data inválida — ignorada
4351,vencimento,60DFM,Data inválida — ignorada
4351,data_emissao_recebimento,,Data inválida — ignorada
4352,data_emissao_recebimento,,Data inválida — ignorada
4353,data_emissao_recebimento,,Data inválida — ignorada
4355,vencimento,45DFM,Data inválida — ignorada
4355,data_emissao_recebimento,,Data inválida — ignorada
4356,vencimento,45DFM,Data inválida — ignorada
4356,data_emissao_recebimento,,Data inválida — ignorada
4357,vencimento,45DFM,Data inválida — ignorada
4357,data_emissao_recebimento,,Data inválida — ignorada
4358,vencimento,45DFM,Data inválida — ignorada
4358,data_emissao_recebimento,,Data inválida — ignorada
4359,vencimento,45DFM,Data inválida — ignorada
4359,data_emissao_recebimento,,Data inválida — ignorada
4360,vencimento,45DFM,Data inválida — ignorada
4360,data_emissao_recebimento,,Data inválida — ignorada
4361,vencimento,45DFM,Data inválida — ignorada
4361,data_emissao_recebimento,,Data inválida — ignorada
4362,data_emissao_recebimento,,Data inválida — ignorada
4366,vencimento,C/APRES,Data inválida — ignorada
4366,data_emissao_recebimento,,Data inválida — ignorada
4367,vencimento,C/APRES,Data inválida — ignorada
4367,data_emissao_recebimento,,Data inválida — ignorada
4368,data_emissao_recebimento,,Data inválida — ignorada
4372,vencimento,C/APRES,Data inválida — ignorada
4373,vencimento,C/APRES,Data inválida — ignorada
4374,data_emissao_recebimento,,Data inválida — ignorada
4375,data_emissao_recebimento,,Data inválida — ignorada
4376,data_emissao_recebimento,,Data inválida — ignorada
4377,data_emissao_recebimento,,Data inválida — ignorada
4378,data_emissao_recebimento,,Data inválida — ignorada
4379,data_emissao_recebimento,,Data inválida — ignorada
4380,vencimento,15DFM,Data inválida — ignorada
4380,data_emissao_recebimento,,Data inválida — ignorada
4381,vencimento,C/APRES,Data inválida — ignorada
4381,data_emissao_recebimento,,Data inválida — ignorada
4382,vencimento,C/APRES,Data inválida — ignorada
4382,data_emissao_recebimento,,Data inválida — ignorada
4383,data_emissao_recebimento,,Data inválida — ignorada
4384,numero_pi,,Sem número de PI — linha ignorada
4385,numero_pi,,Sem número de PI — linha ignorada
4386,data_emissao_recebimento,,Data inválida — ignorada
4387,data_emissao_recebimento,,Data inválida — ignorada
4388,vencimento,C/APRES,Data inválida — ignorada
4388,data_emissao_recebimento,,Data inválida — ignorada
4389,vencimento,C/APRES,Data inválida — ignorada
4389,data_emissao_recebimento,,Data inválida — ignorada
4390,vencimento,C/APRES,Data inválida — ignorada
4390,data_emissao_recebimento,,Data inválida — ignorada
4391,data_emissao_recebimento,,Data inválida — ignorada
4392,data_emissao_recebimento,,Data inválida — ignorada
4393,vencimento,C/APRES,Data inválida — ignorada
4393,data_emissao_recebimento,,Data inválida — ignorada
4394,data_emissao_recebimento,,Data inválida — ignorada
4395,vencimento,C/APRES,Data inválida — ignorada
4395,data_emissao_recebimento,,Data inválida — ignorada
4396,data_emissao_recebimento,,Data inválida — ignorada
4397,vencimento,Via programática,Data inválida — ignorada
4397,data_emissao_recebimento,,Data inválida — ignorada
4398,data_emissao_recebimento,,Data inválida — ignorada
4399,vencimento,15DFM,Data inválida — ignorada
4399,data_emissao_recebimento,,Data inválida — ignorada
4400,vencimento,C/APRES,Data inválida — ignorada
4400,data_emissao_recebimento,,Data inválida — ignorada
4401,data_emissao_recebimento,,Data inválida — ignorada
4402,data_emissao_recebimento,,Data inválida — ignorada
4403,data_emissao_recebimento,,Data inválida — ignorada
4404,data_emissao_recebimento,,Data inválida — ignorada
4405,data_emissao_recebimento,,Data inválida — ignorada
4406,vencimento,C/APRES,Data inválida — ignorada
4406,data_emissao_recebimento,,Data inválida — ignorada
4407,vencimento,C/APRES,Data inválida — ignorada
4407,data_emissao_recebimento,,Data inválida — ignorada
4408,data_emissao_recebimento,,Data inválida — ignorada
4409,data_emissao_recebimento,,Data inválida — ignorada
4410,vencimento,C/APRES,Data inválida — ignorada
4410,data_emissao_recebimento,,Data inválida — ignorada
4411,vencimento,C/APRES,Data inválida — ignorada
4411,data_emissao_recebimento,,Data inválida — ignorada
4412,vencimento,15DFM,Data inválida — ignorada
4412,data_emissao_recebimento,,Data inválida — ignorada
4414,vencimento,C/APRES,Data inválida — ignorada
4415,vencimento,C/APRES,Data inválida — ignorada
4415,data_emissao_recebimento,,Data inválida — ignorada
4416,data_emissao_recebimento,,Data inválida — ignorada
4417,data_emissao_recebimento,,Data inválida — ignorada
4418,data_emissao_recebimento,,Data inválida — ignorada
4419,data_emissao_recebimento,,Data inválida — ignorada
4420,vencimento,C/APRES,Data inválida — ignorada
4420,data_emissao_recebimento,,Data inválida — ignorada
4421,data_emissao_recebimento,,Data inválida — ignorada
4422,data_emissao_recebimento,,Data inválida — ignorada
4423,data_emissao_recebimento,,Data inválida — ignorada
4424,data_emissao_recebimento,,Data inválida — ignorada
4425,data_emissao_recebimento,,Data inválida — ignorada
4426,vencimento,C/APRES,Data inválida — ignorada
4426,data_emissao_recebimento,,Data inválida — ignorada
4427,vencimento,C/APRES,Data inválida — ignorada
4427,data_emissao_recebimento,,Data inválida — ignorada
4428,vencimento,C/APRES,Data inválida — ignorada
4428,data_emissao_recebimento,,Data inválida — ignorada
4429,vencimento,C/APRES,Data inválida — ignorada
4429,data_emissao_recebimento,,Data inválida — ignorada
4430,data_emissao_recebimento,,Data inválida — ignorada
4431,vencimento,C/APRES,Data inválida — ignorada
4432,data_emissao_recebimento,,Data inválida — ignorada
4433,data_emissao_recebimento,,Data inválida — ignorada
4434,data_emissao_recebimento,,Data inválida — ignorada
4435,data_emissao_recebimento,,Data inválida — ignorada
4436,vencimento,C/APRES,Data inválida — ignorada
4436,data_emissao_recebimento,,Data inválida — ignorada
4437,vencimento,C/APRES,Data inválida — ignorada
4437,data_emissao_recebimento,,Data inválida — ignorada
4438,data_emissao_recebimento,,Data inválida — ignorada
4439,vencimento,C/APRES,Data inválida — ignorada
4440,data_emissao_recebimento,,Data inválida — ignorada
4441,vencimento,C/APRES,Data inválida — ignorada
4441,data_emissao_recebimento,,Data inválida — ignorada
4442,data_emissao_recebimento,,Data inválida — ignorada
4443,vencimento,C/APRES,Data inválida — ignorada
4443,data_emissao_recebimento,,Data inválida — ignorada
4444,data_emissao_recebimento,,Data inválida — ignorada
